"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","numFix","numSac","ratioFixSac","meanPupil","sdPupil","meanFixDur","sdFixDur","meanSacVel","sdSacVel","meanSacAmp","sdSacAmp","scanpathVel","infoProcess","AU01_r","AU02_r","AU04_r","AU05_r","AU06_r","AU07_r","AU09_r","AU10_r","AU12_r","AU14_r","AU15_r","AU17_r","AU20_r","AU23_r","AU25_r","AU26_r","AU45_r","bvpMean","bvpSD","edaMean","edaSD","hrMean","hrSD","tempMean","tempSD","score"
15212464.8871182,14933883.5325365,56912370.0796813,456590000,109490000,5.116e+09,456590000,109490000,5.116e+09,15353429.747676,14110759.0969456,58917715.8034529,9077743.8247012,10810935.9893758,16651567.6759628,4469226.36122178,6656801.5936255,9307765.71049137,12075339.309429,11668399.8671979,45689684.3293493,8573129.74767596,9499599.07038513,28012027.622842,52128575.4316069,30448071.5803453,1105618365.20584,131999718.459495,114314537.848606,1596745750.33201,8310621.77954847,8846857.50332005,35259644.0903054,8454852.04515272,10204315.936255,17380021.3811421,140498403.718459,129456274.900398,1612604772.90837,23286669.3227092,10890583.1341301,227800743.691899,456590000,109490000,5.116e+09,11787425.0996016,8313232.40371846,129561868.525896,138626077.158035,116365087.649402,1602348523.24037,3161,10537,0.299990509632723,3.96761228173271,0.316410887711513,127228.740272066,91899.1322927586,0.0402411677834377,0.0507111760779579,0.0672531536999152,0.794712793053436,0.562998719337996,0.170298627925747,1.74380796150481,0.813053368328959,0.787744969378828,0.376318897637795,0.567839020122485,1.27116579177603,0.377121609798775,1.03551618547682,0.749326334208224,1.64346019247594,0.704004811898513,1.40346675415573,0.344612860892388,0.547716535433071,0.884114173228346,0.85740157480315,0.210787401574803,0.236196150229508,0.0895103962361351,0.0251749395487404,75.9406016244557,70.7978356961433,11.8913523994041,30.2476610853802,3.50171618750284,6.5
149997296.309112,103652247.866205,1225186943.94464,7770490.88811995,7803178.43137255,41966492.5028835,13869906.5743945,10938490.6574394,171304448.673587,31207598.8465975,17302674.1637832,349924335.640138,107639077.16263,81947160.0922722,580191382.00692,34811331.1418685,19246497.6931949,237679829.411765,112169357.900807,48450376.355248,547732021.914648,40627500.922722,30672645.2133795,128337156.747405,109736585.582468,71101971.6262976,1043820206.11303,2035522347.82007,474886554.094579,21779494004.729,158695374.244521,73935869.4348328,1210377635.50173,149903872.7797,92813965.9746251,2646387010.38062,141770677.047289,137168480.738178,557535663.898501,24798086.1591696,18956120.9919262,157144735.409458,149801420.991926,46215871.9723183,1587942848.90427,55980477.254902,45416876.9319493,227035815.686274,339063983.275663,156400785.813149,1355852884.89043,2606,3154,0.826252377932784,3.71917337273893,0.285229815951068,224911.44819647,171193.247438237,0.0230687841147015,0.0375396207301109,-0.00170331745221348,0.564559247146021,0.590184831102613,0.0611899932386748,0.219727957250425,0.0706801068739373,0.350893854748603,0.81756133106631,0.328472188486762,0.912516395433568,0.516839931989313,0.281836288559631,0.286725771192616,0.364124362399806,0.490126305562303,0.615630313334953,0.126728200145737,0.515647316006801,0.29264027204275,0.327255282973039,0.139327179985426,9.21596469212963,2.68315826915633,0.00472140044931824,45.2647304282356,88.7834050179211,6.78545313634554,32.6806837606838,0.768957913842315,8.5
722734602.979903,394350705.890506,5644433261.88496,174032862.778933,60988580.5266805,2553487891.76022,33646361.6008316,20583130.6306306,374498937.103257,764276678.794179,425890083.160083,5699128378.37838,495232432.314622,192197318.018018,5110876311.09494,598220343.478863,288517577.962578,5271927519.42481,780449634.442134,460594672.557173,5689219819.12682,724850623.977824,388529659.80596,5578834866.45877,689906621.940402,346567962.993763,5438319864.17186,544446655.509356,246551320.512821,4921394883.36798,7960512.61261261,9532183.64518365,20701688.4961885,771270516.770617,467638482.674983,5719038605.68261,913098626.957727,473415675.814276,6911321618.98822,775720779.69508,466438439.154539,5786801496.8815,9786543.69369369,10600721.6909217,47811846.4033264,369107409.009009,124685801.732502,4250101318.01802,775435661.815662,444021279.90298,5913389850.65835,4488,7431,0.6039563988696,4.26664920212766,0.396931900034571,172239.198752228,105666.212896012,0.0354291835438927,0.0498626428047763,0.00524999876211447,0.714107640645271,0.585570924871169,0.146633494013373,2.349376114082,0.670217468805704,0.756823529411765,0.560536541889483,0.181463458110517,0.480176470588235,0.0452459893048128,0.117411764705882,0.146051693404635,0.357404634581105,0.0907682709447415,0.248964349376114,0.161593582887701,0.298404634581105,0.120893048128342,0.0940552584670232,0.541942959001783,0.435311443246311,0.187070124697958,0.00149603972100721,53.381156581394,84.4023170731707,10.9550880368353,29.1104689863843,1.40260961064105,5
38563690.6552095,13682683.8882922,332888605.800215,9908826.63802363,7289798.71106337,84839472.6100967,86243968.0988185,36956024.2749731,552278517.722879,20562831.0418904,19646676.9065521,65503823.7379162,8228062.40601504,9213640.60150376,29855229.7529538,51408523.6305048,16270410.6337272,403430045.112782,36063722.9967777,13878581.5252417,281007242.320086,22411651.9871106,9709589.90332975,222889032.116004,45293396.670247,16163921.2674544,343321386.680988,78596234.4790548,42331493.877551,472571659.291085,30136208.4854995,17615989.688507,405302597.529538,78617039.7422127,41292475.2953813,445638666.380236,81362665.4135338,45459808.2706767,489336482.491944,35073953.9205156,15934349.8388829,272529339.849624,28537114.1783029,11374762.6208378,429370645.542427,70306094.8120301,24986767.3469388,1020656015.46724,87184134.5864662,66418585.3920516,605071715.467239,2978,8082,0.368473150210344,3.14259078498294,0.189318941077923,165532.420752183,120322.490116967,0.0514716956876812,0.0538015983579605,0.168031963319293,0.814913759795745,0.516462722341365,0.233774319066148,0.134808030112923,0.0154880803011292,0.0372195734002509,0.670983688833124,0.0759447929736512,0.0897139272271016,0.837708908406524,0.354321204516938,0.272356336260979,0.381626097867001,0.0784341279799247,0.0418444165621079,0.0966449184441656,0.142858218318695,0.0232647427854454,0.0805796737766625,0.0462659974905897,2.52616019044188,1.287468299522,0.0209962640099626,44.5882985669454,86.7931782945737,10.9716269725164,31.8139903846154,0.246334103221716,5.5
217412743.978591,119529816.057092,1345127781.44514,17510317.7520071,10501281.3559322,180831914.362177,145103686.886708,49382004.9955397,1180907537.91258,237015689.56289,121071861.373773,1425119785.01338,228232990.187333,117207645.851918,1415165132.02498,235563106.155219,129891954.861731,1418408123.10437,125823912.578055,41667223.9964318,1073171104.3711,6601372.89027654,7233646.29794826,30244835.5932203,234649451.382694,128457064.317574,1417011669.0455,242878317.573595,135059627.029438,1458518777.8769,197910579.839429,87623320.6958073,1350049303.30062,235106142.729706,127313496.877788,1436921383.58608,261593154.326494,142738057.002676,1597978134.70116,240665563.782337,127354662.087422,1463458030.33006,469605129.348796,137299801.962533,4896851204.28189,235040500.44603,126179075.646744,1454866093.66637,248188383.050847,153564415.521855,1483120696.69938,3300,4394,0.751024123805189,4.22563042712978,0.391361687430785,236200.267878788,155934.676647773,0.0294993981164016,0.0447410534601069,0.0272254520631482,0.631969186184093,0.584957578537033,0.103465722236276,2.13871186440678,0.928341101694915,0.815860169491525,0.656052966101695,0.659127118644068,1.59008262711864,0.551180084745763,0.73014406779661,0.447760593220339,0.986688559322034,0.263593220338983,0.507618644067797,0.157989406779661,0.260400423728814,0.584724576271186,0.521925847457627,0.602915254237288,0.455790661640531,0.136830572630325,0.0669217531121635,128.59175464265,73.7287115072934,5.59899445346577,29.5549678456592,0.19549108108808,5.5
6788034030.14038,3287286838.97605,39371121686.4575,397790056.977704,146844491.907514,3708626944.67382,25849831.2138728,23040581.7506193,106023145.334434,498985741.205615,203110845.251858,4358615608.58794,465170594.549959,124438084.227911,5018442113.95541,456590000,109490000,5.116e+09,456590000,109490000,5.116e+09,456590000,109490000,5.116e+09,242349988.018167,185251476.630884,1581350665.07019,77615440.1321222,50913383.8976053,406449177.786953,40182085.3839802,37043909.3311313,113201210.817506,52190497.5227085,32658297.3575557,442500928.901734,89727970.2725021,88718203.9636664,717171552.766309,25861538.0677126,18782537.3245252,186971442.609414,433399347.646573,118109182.493807,4648971816.68043,52795670.8422791,36462934.6820809,519289050.867052,108588905.862923,107884232.8654,741501756.39967,3406,4660,0.730901287553648,3.33825573342567,0.282649611267162,239068.441280094,186326.678481933,0.0347494662887582,0.0484753777697467,0.0251671592491682,0.695895117418323,0.570688538743795,0.132453567937439,1.8476322418136,0.784023029866859,0.228278157610651,0.817196833393307,0.247293990644117,0.840179920834833,0.0873191795609932,0.135424613170205,0.418519251529327,0.266633681180281,0.262416336811803,0.364336092119467,0.338960057574667,0.290750269881252,0.191327815761065,0.54676322418136,0.40595717884131,1.41280721726862,1.22916112469847,-0.00227531258813576,125.143128656981,92.770803030303,13.1915662844769,29.0515361445783,1.07263879966696,4.5
13118692.7720413,11521317.1564734,49842596.8228753,20494328.4352661,15480186.2589357,91335416.203336,20138451.2311358,8363866.48133439,121171402.700556,18294357.3471009,10519696.1874504,84415337.9666402,28781593.24861,23309268.8641779,119721128.355838,8945233.79666402,6471010.80222399,29806047.0214456,23523009.4360604,21085462.5893566,59946286.8943606,19330942.2001589,16874564.0190628,53468094.5671168,16000941.9380461,6946465.92533757,50891300.3971406,17827979.8252581,6974459.2533757,67503030.9769658,34493183.3200953,9228657.42652899,175542078.633836,13836217.7124702,7162816.91818904,71671637.807784,152696414.614774,20404302.700556,496257871.405878,63241146.7831612,41277138.2843527,224256893.566322,57281866.878475,51145496.4257347,124770480.937252,18496784.0349484,7567671.88244639,102280738.681493,292807134.074662,37103936.9340747,497821179.507546,1062,1795,0.591643454038997,3.77776062674527,0.416848876996433,262300.542372881,226851.498770454,0.0382725210815815,0.0507905121827679,-0.068131388287164,0.808650860177014,0.635227272727273,0.152486910994764,1.23972054380665,0.38213746223565,0.616478474320242,0.385538141993958,0.25467333836858,1.17527756797583,0.52176170694864,0.518666918429003,0.171516238670695,0.669716767371601,0.849418429003021,0.947084592145015,0.248208081570997,0.511992069486405,0.634845166163142,0.743219410876133,0.85407666163142,0.278853504619364,0.0846219366328068,0.00141213968957872,54.6373946179208,89.7647023809524,6.2082846961874,34.0331286982248,0.914366629411084,6.5
137934055.68487,96798939.5702775,637535021.486124,90173532.7394807,64051313.1602507,403009724.879141,25412640.8236347,12749758.8182632,203256621.307073,18704612.2649955,18265591.0474485,45238148.4333035,112246168.880931,76893873.7690242,546447823.294539,131382652.927484,101658596.060877,446565934.109221,76599217.5470009,45429719.0689346,562080223.724261,87325835.2461952,69371692.6589078,293277905.559534,106797420.07162,64308939.659803,637054582.63205,82670243.9570277,18197502.2381379,333700075.828111,1184686817.36795,101133678.424351,2842353694.71799,175839368.66607,121334937.511191,759225463.652641,2355640690.33124,313167569.740376,4282644696.06088,1064287422.56043,96498953.7153089,2655847022.38138,456590000,109490000,5.116e+09,37214202.8469114,26188247.1799463,156425971.620412,1493400355.59534,151248222.918532,3377883355.41629,2949,8565,0.34430823117338,3.35811201940001,0.263714652112471,177534.300779925,137430.700579769,0.0376558065656364,0.047061368845847,0.00921277794241849,0.750649875427267,0.597090823084201,0.131976977646901,1.83406230658139,0.943868372188983,0.71268619764803,1.18300598308232,0.292228182380854,0.791718588817825,0.842438621827935,0.726659789560553,0.399568805446668,0.475234165463173,0.5350422942026,0.449601815556014,0.199975242417991,0.401594800907778,0.550680833505261,0.335335258923045,0.113532081700021,0.0403435874524715,0.0213398918883267,0.0296986409816598,119.818991680886,67.2921957446809,4.69298511762949,32.0967652027027,0.22715375052853,6.5
410589345.00427,270897211.101623,2048533321.94705,456590000,109490000,5.116e+09,61493552.0153715,54017213.8343296,145395661.571307,457045525.192143,133716011.955594,4763891562.76687,456590000,109490000,5.116e+09,71426324.765158,59220269.000854,211936606.233988,299061104.184458,107943368.915457,2830094457.72844,329051895.815542,117928962.425278,3120722006.83177,9753899.37660119,9057368.06148591,80358000.0256191,32911044.5943638,18493021.6054654,416572226.302306,109228967.156277,93856842.6985482,453441601.024765,73401566.2681469,51648892.9974381,358733621.093083,33025855.8497011,32425558.7532024,254923573.099915,111994098.53971,89850986.2510675,373633446.883006,456590000,109490000,5.116e+09,58907314.6029035,37682683.6891546,348775655.849701,13613113.8684885,7570869.34244236,152130238.087105,3390,7334,0.462230706299427,3.48129417599547,0.215814811932061,186911.674336283,129847.574739663,0.0415751190282867,0.0547520768379728,0.0726176515561709,0.780747386505205,0.583253391804851,0.202108384121232,1.25770683792973,0.280519455987911,1.8295069890442,0.51224593879864,0.0901114469210427,0.42303740083113,0.215481677370608,0.0611144692104269,0.170317340385342,0.446490366452588,0.50702493388742,0.48072912731394,0.950085001888931,0.208651303362297,0.119080090668682,0.171407253494522,0.758398186626369,1.35305636136193,0.886351080744098,-0.00131193005546677,48.8400018417696,83.9728636363636,3.68620981726112,32.6615662650602,0.254391432033202,7.5
2563443941.41479,657346254.919614,23962026498.135,177397502.250804,136204640.578778,707888003.215434,58519678.1350482,38065968.3601286,254902585.209003,113809618.842444,93110415.3054662,368047263.022508,136420988.810289,62869095.0482315,1304048363.98714,628970906.508039,296385888.038585,4558134432.5209,193029501.672026,64909127.7170418,1597317221.86495,116542464.630225,83587042.7652733,643191881.028939,796893944.694534,294569586.237942,6930633536.3344,125024374.501608,80108692.5401929,879520369.517685,1550525564.56592,826284882.186495,9869347871.1254,291603321.4791,145320226.881029,3441344202.1865,37665596.977492,36638852.6045016,163899530.546624,223391016.848875,189209922.057878,655799465.85209,189773306.109325,147023325.337621,1275580092.79743,62925077.4276527,54983171.0610932,166118400,71337889.1961415,73488071.318328,282976727.073955,3380,5359,0.630714685575667,4.0690982399293,0.338514864747127,273496.377514793,207071.305869632,0.0356050593809466,0.0445018675999954,0.106356337263723,0.790710672031214,0.532079021636877,0.105679217807364,1.29276282899574,1.11476841640935,0.290829289810322,0.770317600352889,0.159453021614468,0.359126599029554,0.14103220114689,0.461096897515071,0.358453168651669,0.611317453315689,0.335977062196736,0.539867666519629,0.0948228201735039,0.640767534186149,0.222781943831789,0.720813115718277,0.665231583590648,1.54322767175684,0.939454093885695,-0.00592972314627982,82.861783621674,82.3763333333333,8.17056506465231,28.8788824214203,0.167591783274302,6
